"Food_ID","Food_Name","Food_Type","Meal_Type","Location","number_of_claims","available_quantity"
840,Dairy,Vegan,Snacks,Lisamouth,1,43
734,Vegetables,Non-Vegetarian,Lunch,Lake April,1,5
412,Chicken,Non-Vegetarian,Snacks,Stevenchester,1,10
120,Rice,Vegan,Lunch,Lindseybury,1,30
585,Rice,Vegetarian,Breakfast,Maxwellburgh,1,3
654,Bread,Vegetarian,Dinner,South Douglashaven,1,2
173,Soup,Vegan,Dinner,Jasonmouth,1,17
662,Soup,Vegan,Snacks,East Craig,1,47
113,Soup,Vegetarian,Breakfast,Latoyaberg,1,14
359,Bread,Non-Vegetarian,Lunch,East Emily,1,6
627,Vegetables,Non-Vegetarian,Breakfast,Pereztown,1,26
126,Dairy,Vegan,Lunch,Lake Rachael,1,27
720,Dairy,Vegan,Snacks,South Christopherborough,1,1
495,Pasta,Vegetarian,Dinner,New Denise,1,34
11,Pasta,Vegan,Breakfast,Deborahland,1,39
85,Pasta,Vegan,Lunch,Brandyberg,1,28
396,Dairy,Non-Vegetarian,Dinner,Shortfurt,1,5
425,Chicken,Non-Vegetarian,Breakfast,Mendezmouth,1,19
612,Vegetables,Non-Vegetarian,Lunch,Priceland,1,45
922,Soup,Non-Vegetarian,Dinner,North Ianbury,1,32
129,Chicken,Vegan,Dinner,North Amanda,1,26
777,Fruits,Vegetarian,Dinner,South Kathryn,1,5
668,Salad,Non-Vegetarian,Snacks,Donnaborough,1,48
804,Fruits,Vegan,Breakfast,West Vanessafort,1,47
404,Salad,Vegetarian,Snacks,Youngchester,1,10
106,Rice,Vegetarian,Breakfast,Sharonton,1,31
818,Fish,Vegetarian,Dinner,South Michellechester,1,50
295,Soup,Non-Vegetarian,Dinner,North Nicholas,1,39
650,Soup,Non-Vegetarian,Breakfast,Maynardstad,1,40
895,Pasta,Vegan,Snacks,West Sharonview,1,38
399,Chicken,Vegetarian,Lunch,Tammyside,1,16
287,Salad,Vegan,Breakfast,Jenniferville,1,20
250,Bread,Vegan,Snacks,Williamsfort,1,8
852,Vegetables,Non-Vegetarian,Snacks,East Brittanyland,1,49
989,Bread,Non-Vegetarian,Snacks,East Aaron,1,31
954,Rice,Vegan,Lunch,North Caitlin,1,36
766,Chicken,Vegetarian,Breakfast,East Edwinburgh,1,17
722,Soup,Vegetarian,Dinner,North Keith,1,43
980,Chicken,Vegan,Dinner,Brookeland,1,2
931,Vegetables,Vegan,Snacks,Port Connie,1,49
647,Rice,Vegan,Snacks,Velazquezview,1,1
365,Fruits,Non-Vegetarian,Dinner,Ruizmouth,1,48
898,Fish,Non-Vegetarian,Breakfast,West Adam,1,28
437,Chicken,Non-Vegetarian,Dinner,North Tracy,1,29
480,Pasta,Non-Vegetarian,Lunch,Wadeville,1,25
792,Chicken,Vegan,Breakfast,Brittanyside,1,15
157,Chicken,Vegan,Breakfast,Meganshire,1,37
367,Vegetables,Non-Vegetarian,Snacks,Allenton,1,38
648,Rice,Non-Vegetarian,Breakfast,West Miaside,1,42
757,Dairy,Vegetarian,Dinner,Port Gregton,1,42
300,Pasta,Non-Vegetarian,Snacks,Castilloport,1,16
875,Bread,Non-Vegetarian,Breakfast,Port Staceymouth,1,19
713,Fish,Vegan,Snacks,East Austin,1,7
603,Rice,Non-Vegetarian,Lunch,Johnsonborough,1,37
228,Rice,Vegetarian,Snacks,Gardnerfort,1,12
40,Fruits,Vegetarian,Breakfast,Port Bryce,1,12
334,Bread,Non-Vegetarian,Snacks,New Rodneyville,1,17
441,Fruits,Vegetarian,Lunch,Port Tanyaburgh,1,2
562,Dairy,Vegan,Dinner,West Kevin,1,3
144,Bread,Vegan,Lunch,Lake Jason,1,18
903,Rice,Vegetarian,Breakfast,New Erica,1,25
88,Vegetables,Non-Vegetarian,Dinner,Samanthabury,1,22
854,Fish,Vegan,Breakfast,North Ashley,1,33
694,Bread,Vegetarian,Dinner,Manningshire,1,50
325,Chicken,Vegan,Dinner,West Robert,1,32
959,Pasta,Vegan,Breakfast,Port Patrick,1,26
639,Salad,Non-Vegetarian,Lunch,Wilsonport,1,5
570,Vegetables,Non-Vegetarian,Breakfast,East Lori,1,8
433,Dairy,Vegetarian,Lunch,Russellfurt,1,50
723,Pasta,Vegetarian,Breakfast,West Lucasville,1,2
721,Vegetables,Non-Vegetarian,Breakfast,Matthewbury,1,20
767,Salad,Vegan,Dinner,Samueltown,1,17
557,Vegetables,Non-Vegetarian,Dinner,Lindseyland,1,20
46,Pasta,Vegetarian,Breakfast,East Emilyburgh,1,25
189,Salad,Vegetarian,Breakfast,West Lisamouth,1,7
70,Rice,Vegetarian,Lunch,Boylechester,1,7
614,Salad,Vegan,Lunch,Jonathanhaven,1,43
234,Rice,Vegetarian,Dinner,West Sharonview,1,10
680,Dairy,Non-Vegetarian,Snacks,Jonathanstad,1,47
181,Rice,Non-Vegetarian,Lunch,East Andrewland,1,35
731,Fruits,Vegetarian,Snacks,East Elizabeth,1,42
741,Fish,Vegan,Breakfast,Williamview,1,21
888,Salad,Non-Vegetarian,Snacks,West Danielborough,1,6
78,Chicken,Non-Vegetarian,Dinner,Erikatown,1,1
29,Bread,Vegan,Lunch,Bartonborough,1,18
573,Fish,Vegetarian,Snacks,South Davidside,1,40
352,Vegetables,Vegetarian,Dinner,South Andrewport,1,31
643,Salad,Vegan,Dinner,Andreaborough,1,8
550,Rice,Vegan,Dinner,New Ninashire,1,16
580,Rice,Non-Vegetarian,Snacks,Chelseyfort,1,21
386,Salad,Vegetarian,Snacks,Padillatown,1,30
990,Pasta,Vegetarian,Breakfast,Francisshire,1,11
323,Dairy,Vegan,Snacks,Mendezmouth,1,31
979,Pasta,Vegetarian,Lunch,Moralesside,1,43
83,Rice,Vegetarian,Dinner,North Ianbury,1,44
897,Chicken,Non-Vegetarian,Lunch,Jeffreyport,1,5
518,Fruits,Vegan,Lunch,Paulmouth,1,46
629,Bread,Vegan,Breakfast,Amandashire,1,33
18,Soup,Vegan,Snacks,Madisonfort,1,28
308,Soup,Vegan,Snacks,New Larry,1,11
459,Rice,Vegetarian,Snacks,Andersonville,1,2
331,Fish,Vegan,Breakfast,East Kevin,1,8
136,Bread,Vegan,Dinner,Jessicaland,1,29
7,Dairy,Vegan,Dinner,Nolanmouth,1,29
769,Chicken,Vegetarian,Lunch,Millerview,1,27
232,Soup,Vegan,Lunch,Allenton,1,19
111,Soup,Vegetarian,Snacks,West Miaside,1,13
971,Fish,Vegetarian,Snacks,East Richardside,1,7
104,Dairy,Non-Vegetarian,Dinner,East Johnburgh,1,3
162,Pasta,Non-Vegetarian,Breakfast,Lake Karenfurt,1,50
125,Rice,Vegan,Dinner,Westbury,1,21
269,Soup,Non-Vegetarian,Snacks,Port Matthew,1,36
523,Salad,Non-Vegetarian,Lunch,South Stefanietown,1,29
191,Salad,Vegan,Lunch,Walkerfurt,1,13
805,Chicken,Non-Vegetarian,Dinner,Gutierrezshire,1,1
273,Salad,Non-Vegetarian,Lunch,Port Richardshire,1,32
34,Bread,Vegan,Breakfast,Heatherside,1,3
540,Soup,Non-Vegetarian,Snacks,South Kellyberg,1,33
675,Soup,Vegan,Dinner,Amberton,1,25
686,Salad,Vegetarian,Dinner,Laurietown,1,15
61,Fruits,Vegetarian,Lunch,West Catherine,1,33
448,Vegetables,Vegan,Snacks,Walterborough,1,25
905,Bread,Vegan,Dinner,East Sheena,1,37
510,Salad,Non-Vegetarian,Dinner,Padillatown,1,33
521,Vegetables,Vegan,Snacks,Mortonfort,1,23
66,Fish,Non-Vegetarian,Breakfast,Lake Donna,1,6
211,Chicken,Vegetarian,Snacks,Michaelport,1,37
417,Soup,Vegan,Snacks,Bartonborough,1,49
748,Soup,Vegetarian,Breakfast,Rebeccaburgh,1,17
67,Rice,Vegan,Breakfast,Madisonfort,1,50
634,Bread,Non-Vegetarian,Breakfast,Carlbury,1,40
739,Chicken,Vegan,Breakfast,Evansmouth,1,2
426,Bread,Vegetarian,Dinner,New Hannah,1,6
746,Bread,Non-Vegetarian,Lunch,Joneshaven,1,31
292,Chicken,Non-Vegetarian,Breakfast,West Kevin,1,16
150,Fish,Vegan,Snacks,West Whitneymouth,1,50
108,Fruits,Non-Vegetarian,Snacks,Thorntonbury,1,22
689,Pasta,Vegetarian,Breakfast,Port Dustin,1,34
664,Bread,Non-Vegetarian,Breakfast,Villaborough,1,34
676,Soup,Non-Vegetarian,Dinner,Lake Donna,1,15
525,Soup,Vegetarian,Lunch,Pamelaberg,1,30
669,Vegetables,Vegetarian,Dinner,Sylviabury,1,14
260,Fruits,Vegetarian,Dinner,Jessicaland,1,50
279,Chicken,Non-Vegetarian,Lunch,Lake Alicia,1,3
916,Rice,Non-Vegetarian,Snacks,New Calebberg,1,47
488,Fish,Vegetarian,Breakfast,Bonillahaven,1,22
970,Fruits,Vegetarian,Breakfast,Marymouth,1,26
725,Soup,Vegetarian,Breakfast,South Thomasville,1,47
556,Fish,Vegan,Lunch,Hollyhaven,1,48
458,Dairy,Vegan,Lunch,Paulmouth,1,16
193,Pasta,Vegan,Breakfast,South Alicia,1,25
119,Bread,Non-Vegetarian,Breakfast,East Candace,1,49
378,Soup,Vegetarian,Lunch,Harrishaven,1,39
635,Pasta,Vegetarian,Dinner,East Terrancemouth,1,18
205,Dairy,Vegan,Breakfast,Port Lisamouth,1,13
315,Salad,Vegetarian,Dinner,New Zachary,1,47
551,Chicken,Vegan,Lunch,Lake Heather,1,4
795,Dairy,Non-Vegetarian,Dinner,Garciatown,1,3
919,Soup,Non-Vegetarian,Dinner,Port Dianaberg,1,35
968,Rice,Non-Vegetarian,Lunch,Lake Maria,1,45
928,Bread,Vegetarian,Breakfast,East Shanestad,1,20
999,Pasta,Non-Vegetarian,Lunch,Lake Mistyton,1,15
582,Soup,Vegetarian,Snacks,Jordanhaven,1,44
751,Chicken,Vegan,Snacks,Francisshire,1,18
330,Rice,Vegan,Snacks,North Charlesside,1,49
995,Rice,Vegan,Snacks,Rodriguezview,1,37
763,Fish,Vegan,Snacks,South Thomasville,1,33
80,Dairy,Vegetarian,Breakfast,Nicoletown,1,36
775,Pasta,Vegetarian,Dinner,Lake Lauraton,1,7
421,Dairy,Vegetarian,Dinner,Lake Jasmin,1,24
277,Pasta,Non-Vegetarian,Lunch,Toddberg,1,30
81,Fruits,Vegetarian,Snacks,Fowlerbury,1,33
593,Soup,Vegan,Lunch,Snyderton,1,2
43,Pasta,Vegan,Lunch,Patrickmouth,1,44
862,Dairy,Non-Vegetarian,Lunch,Frederickside,1,4
257,Chicken,Vegan,Snacks,North Nicholas,1,41
397,Salad,Non-Vegetarian,Breakfast,South Kevinhaven,1,14
498,Rice,Non-Vegetarian,Snacks,Lake Diane,1,28
281,Rice,Non-Vegetarian,Breakfast,West Michael,1,28
864,Soup,Vegetarian,Snacks,West Anthonymouth,1,11
239,Pasta,Vegan,Dinner,Lewisberg,1,26
74,Chicken,Non-Vegetarian,Breakfast,West Juliabury,1,12
901,Vegetables,Vegetarian,Dinner,South Anne,1,38
355,Pasta,Vegetarian,Dinner,Port Lesliebury,1,10
340,Fruits,Vegetarian,Dinner,Colemanton,1,3
688,Salad,Vegan,Snacks,South Donald,0,6
758,Rice,Non-Vegetarian,Dinner,North Lauren,0,4
32,Rice,Non-Vegetarian,Lunch,Port Kendraborough,0,27
422,Soup,Non-Vegetarian,Breakfast,Timothychester,0,2
702,Bread,Vegan,Snacks,West Samuelfurt,0,6
960,Fish,Vegetarian,Snacks,New Calebberg,0,46
238,Vegetables,Vegetarian,Breakfast,Sarahland,0,2
432,Dairy,Non-Vegetarian,Breakfast,West Hunter,0,34
337,Vegetables,Vegan,Snacks,East Laurashire,0,5
816,Fruits,Vegetarian,Lunch,Port Bryce,0,2
620,Chicken,Vegetarian,Dinner,Chelseyfort,0,7
473,Chicken,Vegetarian,Breakfast,Markport,0,19
653,Soup,Non-Vegetarian,Breakfast,New Thomasmouth,0,50
595,Salad,Vegan,Lunch,South Crystalberg,0,42
860,Fish,Vegetarian,Lunch,Steveport,0,37
566,Fish,Vegan,Lunch,Port Rubenville,0,8
142,Soup,Vegetarian,Snacks,North Lindseychester,0,41
711,Pasta,Vegan,Breakfast,Davidville,0,25
169,Fruits,Vegan,Snacks,East Sandra,0,18
434,Vegetables,Non-Vegetarian,Snacks,Lake Justin,0,20
561,Pasta,Non-Vegetarian,Lunch,Lake Kendramouth,0,47
38,Bread,Vegetarian,Snacks,Elliottberg,0,48
177,Dairy,Vegan,Breakfast,Port Michael,0,22
305,Soup,Non-Vegetarian,Breakfast,Perkinsbury,0,14
736,Fruits,Non-Vegetarian,Snacks,Mortonfort,0,33
530,Soup,Vegetarian,Breakfast,Marcstad,0,32
645,Soup,Vegetarian,Breakfast,North Ebony,0,34
264,Bread,Vegetarian,Dinner,North Douglasfurt,0,49
753,Fruits,Vegetarian,Breakfast,Port Jeffrey,0,19
145,Rice,Vegan,Lunch,East Richardside,0,12
484,Bread,Vegan,Snacks,South Michaelberg,0,15
283,Dairy,Non-Vegetarian,Breakfast,North Ianbury,0,7
617,Soup,Vegetarian,Lunch,Lake Diane,0,27
710,Chicken,Non-Vegetarian,Lunch,Jeffreybury,0,41
631,Pasta,Non-Vegetarian,Dinner,Muellermouth,0,49
471,Pasta,Vegetarian,Lunch,East Williamshire,0,15
411,Soup,Non-Vegetarian,Breakfast,Port Peter,0,39
296,Dairy,Vegan,Lunch,Jimmyberg,0,24
846,Salad,Vegan,Snacks,Cannonside,0,34
539,Vegetables,Vegetarian,Breakfast,Perezport,0,14
314,Fish,Vegetarian,Lunch,West Juliabury,0,27
316,Salad,Vegetarian,Dinner,New Denise,0,4
923,Fruits,Vegan,Snacks,Perezport,0,42
942,Rice,Vegan,Dinner,New Leslieport,0,44
982,Soup,Vegetarian,Breakfast,Lake Christopherburgh,0,36
51,Dairy,Vegetarian,Snacks,Torresshire,0,14
878,Rice,Non-Vegetarian,Snacks,West Dawn,0,23
827,Salad,Vegan,Snacks,South Marthahaven,0,3
646,Fruits,Vegetarian,Breakfast,East Ashleyshire,0,44
737,Fish,Non-Vegetarian,Snacks,Kellytown,0,3
192,Vegetables,Vegan,Snacks,Lake Jeffreytown,0,5
93,Salad,Vegetarian,Lunch,New Richard,0,49
885,Rice,Vegan,Lunch,Joseville,0,44
754,Dairy,Non-Vegetarian,Dinner,Port David,0,37
247,Fish,Non-Vegetarian,Lunch,East Andrewland,0,17
121,Vegetables,Non-Vegetarian,Dinner,Rodriguezfurt,0,16
313,Fruits,Vegetarian,Snacks,East Sandratown,0,3
1000,Salad,Non-Vegetarian,Dinner,Charlesview,0,18
452,Vegetables,Vegan,Dinner,Madelinechester,0,47
841,Chicken,Vegan,Lunch,Darrylchester,0,15
759,Chicken,Non-Vegetarian,Snacks,New Bobbytown,0,36
213,Fruits,Non-Vegetarian,Snacks,Tyronebury,0,20
276,Fruits,Vegan,Breakfast,Port Erin,0,47
857,Pasta,Vegetarian,Dinner,Reyesshire,0,47
268,Fish,Non-Vegetarian,Breakfast,East Andrea,0,21
2,Soup,Non-Vegetarian,Dinner,West James,0,22
569,Fish,Vegan,Lunch,North Elizabeth,0,20
322,Chicken,Non-Vegetarian,Dinner,Johnport,0,12
341,Vegetables,Non-Vegetarian,Dinner,East Phillipton,0,48
388,Soup,Vegetarian,Dinner,Johnsonborough,0,41
470,Salad,Vegan,Dinner,Port Leahfurt,0,38
546,Pasta,Vegan,Snacks,Moseshaven,0,33
760,Dairy,Non-Vegetarian,Dinner,Mikaylachester,0,28
815,Pasta,Vegan,Snacks,Bairdfort,0,50
26,Vegetables,Vegan,Dinner,Christinaland,0,34
872,Vegetables,Vegetarian,Snacks,Pamelaberg,0,50
914,Chicken,Vegan,Dinner,Manningshire,0,18
158,Bread,Vegetarian,Breakfast,North James,0,22
289,Vegetables,Non-Vegetarian,Breakfast,Frederickside,0,31
867,Soup,Vegetarian,Snacks,New Hollyfurt,0,1
472,Salad,Non-Vegetarian,Snacks,Murrayborough,0,21
868,Soup,Non-Vegetarian,Snacks,Gaineschester,0,4
876,Salad,Vegan,Snacks,North Susan,0,38
53,Fruits,Vegetarian,Lunch,North Carolfurt,0,13
497,Dairy,Vegetarian,Dinner,South Kathryn,0,48
333,Salad,Non-Vegetarian,Breakfast,Port Connie,0,41
503,Rice,Non-Vegetarian,Snacks,Lake Kendramouth,0,40
122,Fruits,Vegan,Snacks,South Thomasville,0,7
219,Fish,Vegetarian,Snacks,Jasmineberg,0,26
987,Dairy,Vegetarian,Dinner,East Aaron,0,6
848,Dairy,Non-Vegetarian,Dinner,Taylorchester,0,32
266,Soup,Vegetarian,Lunch,Morganhaven,0,30
511,Salad,Vegan,Snacks,Lake Michael,0,25
881,Dairy,Vegetarian,Lunch,Jimmyberg,0,43
745,Fruits,Vegan,Breakfast,New Amanda,0,34
368,Salad,Non-Vegetarian,Lunch,Lake Karenfurt,0,1
259,Rice,Non-Vegetarian,Snacks,Ashleyhaven,0,44
666,Vegetables,Non-Vegetarian,Dinner,Thorntonbury,0,47
514,Salad,Vegetarian,Snacks,Sheenashire,0,20
139,Rice,Vegetarian,Dinner,Port Richardshire,0,3
588,Dairy,Non-Vegetarian,Breakfast,South Kathryn,0,31
4,Fruits,Vegan,Lunch,Kellytown,0,15
830,Vegetables,Vegetarian,Snacks,Williamsonmouth,0,3
542,Bread,Vegetarian,Lunch,North Chase,0,7
607,Vegetables,Vegetarian,Dinner,Brittanyland,0,23
772,Salad,Vegan,Lunch,South Christopherborough,0,37
948,Fruits,Vegan,Breakfast,Kylehaven,0,50
847,Pasta,Vegan,Dinner,Strongmouth,0,29
803,Chicken,Vegan,Snacks,North William,0,13
478,Soup,Vegetarian,Lunch,Zimmermanton,0,43
986,Rice,Vegan,Snacks,Garciamouth,0,23
8,Rice,Vegetarian,Lunch,South Christopherborough,0,49
372,Pasta,Vegan,Snacks,North Sherrimouth,0,11
506,Fruits,Non-Vegetarian,Snacks,West Brandon,0,37
442,Fish,Non-Vegetarian,Lunch,North Kennethshire,0,20
242,Soup,Vegan,Dinner,Jimmyberg,0,17
768,Soup,Non-Vegetarian,Snacks,Bradleyport,0,39
576,Salad,Non-Vegetarian,Lunch,Basstown,0,35
789,Chicken,Vegan,Snacks,New Connorfort,0,10
286,Pasta,Vegetarian,Snacks,South Karen,0,37
693,Chicken,Vegetarian,Dinner,East Angela,0,6
12,Pasta,Vegetarian,Lunch,North Steven,0,15
591,Fruits,Vegetarian,Breakfast,New John,0,19
182,Soup,Vegan,Breakfast,Port Aaron,0,29
124,Salad,Vegetarian,Snacks,Sheilaburgh,0,50
414,Vegetables,Non-Vegetarian,Snacks,North Aaron,0,7
455,Pasta,Vegan,Dinner,West Matthew,0,17
533,Fruits,Vegetarian,Breakfast,New Carol,0,25
894,Pasta,Vegetarian,Dinner,Saraburgh,0,43
466,Rice,Vegetarian,Dinner,Lake Nathan,0,6
477,Dairy,Vegan,Breakfast,New Carol,0,40
835,Vegetables,Vegetarian,Lunch,East Heatherport,0,17
263,Salad,Vegetarian,Breakfast,Riceshire,0,21
449,Dairy,Vegetarian,Dinner,Jimmyberg,0,21
549,Rice,Non-Vegetarian,Breakfast,North Kevinhaven,0,34
630,Bread,Vegan,Snacks,Lake Regina,0,39
343,Bread,Vegan,Snacks,East Angela,0,40
729,Rice,Vegan,Lunch,Sharonton,0,42
750,Bread,Non-Vegetarian,Breakfast,Petersonburgh,0,17
802,Soup,Non-Vegetarian,Dinner,Marymouth,0,25
184,Salad,Vegetarian,Dinner,Port Jeffrey,0,7
966,Dairy,Vegan,Snacks,East Robert,0,41
482,Salad,Non-Vegetarian,Dinner,Blaketown,0,32
249,Salad,Vegan,Breakfast,Zimmermanville,0,39
776,Chicken,Vegetarian,Dinner,Johnsonside,0,33
785,Bread,Non-Vegetarian,Lunch,Lake Travis,0,10
159,Pasta,Vegan,Lunch,Cameronside,0,7
146,Chicken,Vegan,Lunch,Garciaside,0,17
436,Pasta,Vegan,Snacks,New Rodneyville,0,6
581,Salad,Vegetarian,Breakfast,South Tiffanyfort,0,8
445,Pasta,Vegan,Lunch,Manningshire,0,13
638,Rice,Non-Vegetarian,Dinner,Kylehaven,0,12
222,Vegetables,Non-Vegetarian,Breakfast,Port Heidiland,0,23
975,Fish,Non-Vegetarian,Lunch,Valentineside,0,48
843,Fruits,Vegetarian,Dinner,Snyderton,0,46
808,Dairy,Vegetarian,Dinner,Rodriguezview,0,7
567,Bread,Vegetarian,Breakfast,New Joel,0,3
613,Bread,Vegetarian,Dinner,North Brendaborough,0,42
130,Vegetables,Vegan,Breakfast,East Rossside,0,47
880,Soup,Vegetarian,Lunch,Randallchester,0,35
309,Chicken,Vegan,Snacks,Brendantown,0,47
709,Chicken,Vegetarian,Breakfast,Jasonland,0,15
117,Soup,Non-Vegetarian,Snacks,Johnstonhaven,0,32
77,Rice,Vegetarian,Lunch,Pereztown,0,4
440,Pasta,Vegan,Lunch,Jonathanstad,0,34
376,Vegetables,Vegan,Lunch,Bentleyburgh,0,47
171,Salad,Vegetarian,Snacks,Port Michaelshire,0,25
339,Pasta,Non-Vegetarian,Dinner,Port Timothystad,0,40
147,Vegetables,Non-Vegetarian,Breakfast,North Katelynland,0,47
936,Chicken,Non-Vegetarian,Breakfast,Martinville,0,32
75,Bread,Vegetarian,Dinner,Davidborough,0,35
44,Bread,Vegan,Snacks,Bradleyport,0,39
490,Salad,Non-Vegetarian,Snacks,East Angela,0,3
60,Pasta,Non-Vegetarian,Breakfast,Hawkinsmouth,0,49
535,Fish,Vegan,Snacks,Salinasville,0,24
779,Bread,Vegan,Lunch,Belindaville,0,43
27,Salad,Vegan,Breakfast,New Carol,0,12
796,Pasta,Vegetarian,Lunch,North Amanda,0,8
105,Rice,Non-Vegetarian,Breakfast,Phillipsmouth,0,2
420,Soup,Vegan,Breakfast,Wheelermouth,0,13
57,Chicken,Vegan,Dinner,South Jessicachester,0,23
704,Chicken,Non-Vegetarian,Lunch,Anneville,0,43
809,Dairy,Vegan,Breakfast,Mooneybury,0,48
394,Fruits,Vegetarian,Dinner,East Andrea,0,30
774,Dairy,Vegan,Breakfast,New Michaelmouth,0,2
661,Bread,Vegan,Dinner,West Kevin,0,12
773,Fish,Vegetarian,Dinner,Cordovaborough,0,40
428,Dairy,Vegetarian,Snacks,Michaelport,0,35
994,Salad,Non-Vegetarian,Snacks,New Amanda,0,17
451,Fish,Vegan,Breakfast,Smithmouth,0,14
185,Soup,Non-Vegetarian,Lunch,East Craig,0,19
908,Rice,Non-Vegetarian,Snacks,East Edwinburgh,0,16
869,Fish,Vegan,Snacks,Jennifertown,0,27
354,Pasta,Vegan,Lunch,Lake Christophermouth,0,3
781,Bread,Vegan,Snacks,Janetborough,0,45
618,Soup,Non-Vegetarian,Dinner,Lake Richardhaven,0,9
965,Dairy,Vegetarian,Lunch,West James,0,44
348,Fish,Vegetarian,Lunch,West Lauraborough,0,21
691,Rice,Vegan,Dinner,Lake Raymondton,0,21
186,Pasta,Vegetarian,Breakfast,North Keith,0,48
402,Fish,Non-Vegetarian,Lunch,Lake Benjamin,0,11
761,Dairy,Vegetarian,Snacks,Mooremouth,0,46
10,Rice,Vegan,Dinner,Markport,0,41
198,Bread,Vegetarian,Breakfast,Jefferyside,0,50
231,Rice,Non-Vegetarian,Breakfast,North Mary,0,33
336,Dairy,Non-Vegetarian,Snacks,East Angelafort,0,36
123,Soup,Vegetarian,Lunch,Annahaven,0,11
357,Chicken,Vegan,Dinner,New Monicaside,0,1
887,Soup,Vegetarian,Lunch,South Bryan,0,12
311,Fish,Vegan,Dinner,Port Marissachester,0,3
20,Pasta,Non-Vegetarian,Snacks,North Keith,0,41
884,Chicken,Vegetarian,Lunch,Solisburgh,0,27
547,Chicken,Vegan,Snacks,South Bryan,0,26
274,Salad,Vegan,Snacks,South Danielle,0,37
306,Salad,Non-Vegetarian,Snacks,North Julieburgh,0,27
874,Bread,Non-Vegetarian,Snacks,Jimmyberg,0,45
87,Salad,Vegan,Breakfast,North Garybury,0,37
698,Rice,Non-Vegetarian,Lunch,Ramosville,0,16
369,Fruits,Vegan,Breakfast,Lake Lorrainefort,0,23
501,Chicken,Vegetarian,Lunch,South Robert,0,27
719,Pasta,Vegan,Snacks,Browntown,0,44
584,Salad,Non-Vegetarian,Snacks,Richchester,0,16
944,Vegetables,Vegan,Breakfast,Williamland,0,41
537,Salad,Vegetarian,Breakfast,Lake Deborah,0,9
889,Soup,Vegan,Snacks,Port Ronaldshire,0,21
941,Fish,Vegan,Lunch,East Lisa,0,1
605,Vegetables,Vegetarian,Dinner,Lake Benjamin,0,20
953,Soup,Vegetarian,Breakfast,East Christophertown,0,2
351,Bread,Non-Vegetarian,Snacks,Lake Travis,0,45
628,Fish,Non-Vegetarian,Snacks,Port Patrick,0,5
491,Fruits,Vegan,Lunch,Port Connie,0,23
783,Rice,Vegetarian,Snacks,Madisonfort,0,4
706,Dairy,Non-Vegetarian,Dinner,East Lindsayville,0,45
842,Bread,Vegan,Breakfast,Carlbury,0,40
996,Fish,Vegan,Breakfast,Phillipsfort,0,15
519,Pasta,Non-Vegetarian,Lunch,Lake Christopherburgh,0,43
850,Dairy,Vegan,Breakfast,Kentland,0,22
280,Pasta,Vegan,Dinner,Heatherview,0,44
255,Dairy,Non-Vegetarian,Lunch,South Bryan,0,44
303,Fish,Vegan,Dinner,Tamaraside,0,2
201,Soup,Vegetarian,Dinner,Jamesport,0,35
752,Soup,Vegan,Breakfast,Lake Justin,0,12
235,Dairy,Vegan,Lunch,North Brentbury,0,38
430,Dairy,Vegan,Snacks,East Michelle,0,33
976,Vegetables,Non-Vegetarian,Lunch,West Kelli,0,41
858,Fruits,Non-Vegetarian,Snacks,North Mike,0,13
102,Rice,Vegetarian,Snacks,Moralesside,0,35
24,Bread,Non-Vegetarian,Lunch,Villastad,0,20
974,Chicken,Non-Vegetarian,Lunch,Heatherview,0,45
978,Dairy,Vegetarian,Snacks,South Richard,0,14
712,Pasta,Non-Vegetarian,Dinner,Chambersfort,0,31
587,Fruits,Non-Vegetarian,Dinner,Leslieville,0,22
270,Pasta,Vegan,Lunch,Sandrastad,0,29
15,Salad,Vegetarian,Breakfast,Belindaville,0,3
780,Dairy,Vegan,Snacks,Penabury,0,48
5,Soup,Vegan,Dinner,Garciaport,0,14
863,Fruits,Vegan,Breakfast,Port Robin,0,30
212,Salad,Non-Vegetarian,Dinner,Andrewsmouth,0,33
656,Bread,Vegetarian,Dinner,Carolchester,0,26
196,Fish,Non-Vegetarian,Breakfast,North Lauren,0,27
468,Fruits,Vegetarian,Breakfast,Lake Anthonyport,0,1
209,Fish,Non-Vegetarian,Dinner,Smithfort,0,31
346,Chicken,Vegan,Snacks,East Sheena,0,16
361,Dairy,Vegetarian,Breakfast,South Jerryside,0,17
963,Fish,Vegan,Dinner,East Kimberly,0,33
834,Pasta,Vegetarian,Dinner,North Kylestad,0,43
740,Salad,Vegetarian,Lunch,Connieside,0,6
54,Soup,Non-Vegetarian,Snacks,North Lindseychester,0,15
267,Soup,Non-Vegetarian,Dinner,West Lauraborough,0,6
516,Fish,Non-Vegetarian,Breakfast,South Thomasville,0,24
363,Bread,Non-Vegetarian,Breakfast,East Melissa,0,24
14,Bread,Vegetarian,Dinner,Sarahland,0,19
454,Pasta,Vegetarian,Lunch,Brianside,0,4
429,Pasta,Non-Vegetarian,Lunch,Scottchester,0,34
82,Vegetables,Non-Vegetarian,Snacks,North Kevinhaven,0,26
578,Salad,Vegan,Snacks,West Corey,0,27
726,Soup,Vegetarian,Breakfast,East Cynthia,0,27
248,Vegetables,Non-Vegetarian,Lunch,Port Lance,0,32
659,Salad,Non-Vegetarian,Dinner,Laurietown,0,4
831,Pasta,Non-Vegetarian,Breakfast,Jamesport,0,24
